Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_FP_l and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_FP_l at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_SFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_MidFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_FP_l at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_SFG_l at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_FP_l at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_r and C_ROI_FP_l at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_FP_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_SFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_aSMG_l at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_r and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_FP_l and C_ROI_MidFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_SFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_FP_r and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_aSMG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_l and C_ROI_MidFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_aSMG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_PaCiG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_SFG_l at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_r and C_ROI_aSMG_l at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_aSMG_l at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_MidFG_r at Go_single,Cluster 1/45 connectivity between C_ROI_aSMG_l and C_ROI_PreCG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_r and C_ROI_aSMG_r at Go_single,Cluster 1/45 connectivity between C_ROI_SFG_r and C_ROI_aSMG_r at Go_single,Cluster 1/45 connectivity between C_ROI_PaCiG_l and C_ROI_FP_r at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_l and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_l and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_l and C_ROI_pSMG_l at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_l and C_ROI_pSMG_r at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_r and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_r and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_MidFG_r and C_ROI_pSMG_r at Go_single,Cluster 2/45 connectivity between C_ROI_MidFG_r and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_MidFG_r and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_l and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_l and C_ROI_pSMG_r at Go_single,Cluster 2/45 connectivity between C_ROI_PreCG_r and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_FP_r and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_l and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_l and C_ROI_pSMG_l at Go_single,Cluster 2/45 connectivity between C_ROI_PaCiG_r and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_r and C_ROI_pSMG_r at Go_single,Cluster 2/45 connectivity between C_ROI_FP_l and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_FP_l and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_MidFG_r and C_ROI_pSMG_l at Go_single,Cluster 2/45 connectivity between C_ROI_aSMG_l and C_ROI_SPL_l at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_r and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_FP_r and C_ROI_SPL_r at Go_single,Cluster 2/45 connectivity between C_ROI_SFG_r and C_ROI_pSMG_l at Go_single,Cluster 2/45 connectivity between C_ROI_FP_l and C_ROI_pSMG_r at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_FP_r at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_SFG_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_FP_l at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_SFG_l at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_SFG_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_l and C_ROI_FP_l at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_FP_l at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_MidFG_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_FP_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_r and C_ROI_PaCiG_r at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_PaCiG_r at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_aSMG_l at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_l and C_ROI_SFG_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_l and C_ROI_FP_r at Go_single,Cluster 3/45 connectivity between C_ROI_SMA_l and C_ROI_SFG_l at Go_single,Cluster 3/45 connectivity between C_ROI_PreCG_l and C_ROI_SFG_l at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_SFG_l at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_SFG_r at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_aSMG_l at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_PaCiG_r at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_PreCG_r at Go_single,Cluster 4/45 connectivity between C_ROI_iLOC_l and C_ROI_MidFG_r at Go_single,Cluster 4/45 connectivity between C_ROI_TOFusC_l and C_ROI_SFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_l and C_ROI_sLOC_r at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_l and C_ROI_sLOC_l at Go_single,Cluster 5/45 connectivity between C_ROI_PreCG_r and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_r and C_ROI_sLOC_r at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_r and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_l and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_MidFG_r and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_l and C_ROI_IFGoper_l at Go_single,Cluster 5/45 connectivity between C_ROI_SFG_r and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_aSMG_l and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_aSMG_r and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_r and C_ROI_IFGoper_l at Go_single,Cluster 5/45 connectivity between C_ROI_PaCiG_r and C_ROI_sLOC_l at Go_single,Cluster 5/45 connectivity between C_ROI_SFG_l and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_FP_r and C_ROI_IFGoper_l at Go_single,Cluster 5/45 connectivity between C_ROI_FP_l and C_ROI_MidFG_l at Go_single,Cluster 5/45 connectivity between C_ROI_MidFG_r and C_ROI_sLOC_r at Go_single,Cluster 6/45 connectivity between C_ROI_MidFG_l and C_ROI_pSMG_r at Go_single,Cluster 6/45 connectivity between C_ROI_MidFG_l and C_ROI_SPL_r at Go_single,Cluster 6/45 connectivity between C_ROI_MidFG_l and C_ROI_SPL_l at Go_single,Cluster 6/45 connectivity between C_ROI_MidFG_l and C_ROI_AG_r at Go_single,Cluster 6/45 connectivity between C_ROI_MidFG_l and C_ROI_pSMG_l at Go_single,Cluster 6/45 connectivity between C_ROI_IFGoper_l and C_ROI_pSMG_l at Go_single,Cluster 6/45 connectivity between C_ROI_IFGoper_l and C_ROI_SPL_r at Go_single,Cluster 7/45 connectivity between C_ROI_Cereb6_r and C_ROI_SFG_r at Go_single,Cluster 8/45 connectivity between C_ROI_Cereb1_l and C_ROI_MidFG_l at Go_single,Cluster 8/45 connectivity between C_ROI_Cereb1_l and C_ROI_sLOC_l at Go_single,Cluster 8/45 connectivity between C_ROI_Cereb1_l and C_ROI_IFGoper_l at Go_single,Cluster 8/45 connectivity between C_ROI_Cereb6_l and C_ROI_MidFG_l at Go_single,Cluster 9/45 connectivity between C_ROI_SMA_r and C_ROI_MidFG_l at Go_single,Cluster 10/45 connectivity between C_ROI_SMA_r and C_ROI_SPL_l at Go_single,Cluster 10/45 connectivity between C_ROI_SMA_r and C_ROI_pSMG_l at Go_single,Cluster 10/45 connectivity between C_ROI_SMA_l and C_ROI_SPL_l at Go_single,Cluster 12/45 connectivity between C_ROI_Cereb1_l and C_ROI_SPL_l at Go_single,Cluster 12/45 connectivity between C_ROI_Cereb1_l and C_ROI_pSMG_l at Go_single,Cluster 12/45 connectivity between C_ROI_Cereb6_l and C_ROI_SPL_l at Go_single
1.000465,0.679984,1.105247,0.974539,0.819211,0.919830,0.848963,1.361619,0.952399,0.731916,1.200766,1.091049,1.155638,0.541049,1.065941,0.924639,1.045430,0.679585,0.942689,1.281441,0.769102,1.602219,1.288664,0.324155,0.604192,1.149439,0.506732,0.665024,0.544093,0.811553,0.771908,0.756866,0.720141,0.821828,0.731822,0.624227,0.651432,0.786429,0.555362,0.882396,0.793002,0.701455,0.708279,0.850611,0.768416,0.705732,0.518976,0.822183,0.529802,0.743081,1.216980,0.478315,0.470562,0.584107,0.926041,0.878541,0.727338,0.460866,0.714528,1.030100,0.692618,0.737548,0.878771,0.605434,0.972177,1.006367,0.383094,0.905704,0.833339,1.074071,0.951694,0.517270,0.514135,0.031511,0.419128,0.672919,0.461633,0.569988,0.662754,0.714419,1.169077,0.642344,1.229820,1.112711,1.516007,1.122614,1.280790,0.421961,0.814154,1.230808,0.672644,1.495442,0.798818,1.146766,0.800194,0.704214,0.694357,0.756774,0.820411,0.811449,0.865771,1.065702,0.585911,0.517489,0.323554,0.306669,0.509038,0.864278,0.430288,0.318895,0.650735,0.021641,0.209228,0.068918
0.515793,1.014842,0.658367,0.459522,0.060814,0.515091,0.591118,0.317990,0.525877,0.180104,0.153640,0.033229,0.220647,0.434826,0.216958,1.044511,0.816563,0.893607,0.320071,0.409075,0.457378,1.274008,0.499109,0.132964,0.509631,0.749613,1.058067,0.519237,0.173382,0.255737,0.644505,0.485572,0.476651,0.418537,0.754520,0.220615,1.136736,0.914452,1.447776,0.539193,0.339578,0.975274,0.602956,0.444821,0.194931,0.732357,0.228452,0.844773,0.729823,0.839955,1.201971,0.425387,0.670407,-0.055313,0.929983,0.698957,0.108788,0.669941,0.136022,-0.160402,0.667200,0.625322,0.308282,0.517464,0.489117,0.017482,0.765851,-0.042311,0.553425,0.198464,0.226184,-0.088942,-0.126157,0.403257,0.435737,0.717651,0.475212,-0.054986,0.297668,0.667608,0.613490,0.452983,0.849631,0.855014,0.958476,0.963788,0.318451,0.782116,0.546902,1.024547,0.697457,0.823616,0.267145,0.951172,0.600907,0.684745,0.750614,0.990173,0.690424,0.816636,0.521309,0.736500,0.286591,-0.002999,-0.477678,0.042471,-0.195576,0.377875,0.413499,0.589694,0.501341,0.162340,0.236220,-0.105256
0.688353,0.772037,0.490624,0.878888,0.570319,0.532613,0.405631,0.440078,0.323272,1.005447,0.650504,0.449607,1.083890,0.826087,1.239298,0.969490,1.549829,0.656040,0.584957,1.103198,0.546157,0.796784,0.691780,0.715057,0.735740,0.549598,0.935164,0.236999,0.549158,0.285869,0.784725,0.538838,0.684611,0.720608,0.463863,1.104692,0.731897,1.070862,0.850527,1.258024,0.766419,1.183744,0.631746,0.800924,1.304262,0.550828,0.741093,0.867351,0.829902,0.993348,1.121428,0.770290,0.713661,1.121321,0.628687,0.541048,0.979850,0.414688,0.628922,0.665657,0.168908,0.771072,0.335161,0.094434,0.634783,0.541356,0.621953,0.352418,-0.123688,0.403316,0.953122,0.230802,0.384948,0.189315,0.177995,0.368506,0.244971,0.326095,0.755873,0.514648,1.141155,0.451840,0.467147,0.761601,1.293267,0.757450,1.304440,0.797486,0.442946,0.464408,-0.082046,1.419031,0.623451,0.957452,0.883243,0.774693,0.797415,1.235837,0.531833,1.080280,1.000779,0.797094,0.373231,0.613059,-0.007286,0.636772,0.445327,0.505335,0.589757,0.634115,0.313663,0.651052,0.584196,0.463732
0.715946,-0.339085,0.909480,-0.214504,-0.044606,-0.054191,-0.565827,0.763629,-0.326497,0.561188,0.266350,-0.002361,1.062124,0.719361,0.203831,0.614910,0.292531,0.314462,0.440389,0.137749,0.382602,0.946899,0.882910,0.331009,0.520017,-0.112838,1.207122,0.352837,0.387278,0.190951,0.092728,-0.161172,-0.076249,-0.058653,0.151156,0.254519,0.502359,0.627582,0.613276,0.162598,-0.004675,0.383715,0.218709,-0.249616,-0.088311,-0.353667,0.502970,0.516353,1.139170,0.530964,0.600488,0.295881,0.306891,0.176615,0.705754,0.224036,0.260200,-0.614827,0.977225,0.154946,-0.724466,-0.466533,-0.092949,0.265933,1.281037,0.777696,0.647484,0.039908,0.128787,0.749969,0.508422,0.018078,0.197297,0.284934,-0.115264,0.011290,0.243498,0.197198,-0.342368,-0.243697,0.209977,-0.765487,0.061686,0.146433,0.524647,0.397272,0.161289,0.326599,0.261047,0.374625,-0.569566,0.174889,0.062418,0.565275,0.523944,0.671691,0.779193,0.851124,0.531498,0.875396,0.470306,0.303193,0.286814,0.193932,0.166452,0.094234,0.071992,-0.126327,0.019725,-0.122667,-0.058543,0.156888,0.086819,0.049759
0.867307,0.840316,0.885625,1.273065,0.776312,0.900657,0.595733,0.861077,0.649746,0.968298,0.694547,0.984149,1.146068,0.159002,1.114273,0.911108,1.444451,0.651828,0.419877,1.053609,0.239766,1.368759,0.849827,0.065087,0.136620,0.898989,0.082516,0.031487,0.285230,0.376669,0.472234,0.442759,0.704425,0.597750,0.325609,0.625739,0.629706,0.385519,0.559177,0.847867,0.692088,0.623031,0.678080,0.484206,1.141796,0.300174,0.681827,0.761038,0.406493,0.896360,0.806268,0.484436,0.313392,0.974362,0.585981,0.346733,0.268889,0.625301,0.717578,0.832385,0.630649,0.378817,0.518115,0.601577,0.857263,0.217654,1.111903,0.554338,0.588633,0.616273,0.359377,0.118856,0.059843,0.495311,-0.292226,0.272685,0.024549,-0.003718,0.225050,0.444773,0.832251,0.030901,0.991366,1.097806,1.090867,0.834498,1.086629,0.085677,0.303310,0.832646,0.243966,1.342587,0.438407,1.089051,0.439073,0.692023,0.372938,0.644000,0.372239,1.064187,1.055385,0.404153,-0.161487,0.121952,0.113580,0.286226,-0.161270,0.519924,0.381457,0.530719,0.524934,0.097920,0.078781,0.178180
0.612889,0.263903,0.528019,1.034487,0.618878,0.555404,0.701805,0.747732,0.511003,0.805779,0.615245,0.887099,0.590199,0.799022,0.596328,0.192166,1.088877,0.263372,0.544733,0.631723,0.443249,0.934692,0.657360,0.692509,0.712287,0.600986,1.130359,0.500726,0.469240,0.390599,0.299509,0.087905,0.452519,0.307132,0.186627,0.340480,1.107405,0.907988,0.828350,0.536200,0.347333,0.694404,0.036841,0.391412,0.181607,0.025833,0.286269,0.111341,0.063147,0.811624,0.959108,0.257687,-0.085483,0.137965,0.013673,0.443666,0.794008,0.590416,0.803817,0.867748,0.803265,0.330048,0.698269,0.448445,1.040017,0.450433,0.793022,0.861912,0.796059,0.780034,0.709906,0.220198,0.191666,0.468346,0.128742,0.664146,0.635845,0.222523,0.187739,0.307991,0.307655,0.040648,0.462821,0.575174,0.692405,0.346776,0.276390,0.521719,0.358120,0.192225,0.077636,0.507871,-0.080209,0.313996,0.728889,0.627059,0.343158,0.426769,0.693818,0.828045,1.017373,0.466513,0.331803,0.178819,-0.062600,0.242706,0.030517,0.397181,0.383773,0.465600,0.278392,-0.082286,0.348464,-0.103473
0.612146,0.486909,0.694616,0.725516,0.767785,0.804838,0.692008,1.274638,0.797334,0.772337,0.711864,0.918304,0.945894,0.871216,0.984937,0.827998,1.166026,0.385766,0.922401,1.022163,0.620989,1.252365,1.106618,0.776964,0.819809,0.780021,0.600215,0.804301,0.720786,0.524445,0.788908,0.384302,0.533905,0.596367,0.758279,0.808191,0.743047,1.085102,0.328575,0.906760,0.513483,0.643542,0.786023,0.110925,0.442670,0.226492,0.405739,1.108491,0.230669,0.681556,1.302353,0.055846,0.047023,0.377575,0.838334,0.542868,0.673386,0.745388,1.065574,1.039316,0.847419,0.515606,0.792838,0.613477,1.003084,0.900252,0.749375,0.868816,0.599993,1.596202,1.292406,0.012674,0.092373,0.110378,0.019353,0.379661,0.203980,-0.145012,0.253796,0.350550,0.234314,0.360343,0.282183,0.526783,0.587415,0.427366,0.252694,0.451774,0.494842,0.095415,0.309350,0.418326,-0.201927,0.553186,0.648047,0.754164,0.526319,0.736001,0.678661,0.939775,0.352026,0.509265,0.139341,0.268892,-0.112640,0.060469,0.145450,0.169752,0.600728,0.248268,0.886200,0.136349,0.107678,0.186704
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.464222,0.158875,0.459087,0.340232,0.889381,0.541153,0.175992,0.591466,0.284648,0.419110,0.322831,0.924128,0.567560,0.539488,0.755283,0.312446,0.909189,0.123474,0.449497,0.772225,0.406695,1.092817,0.771834,0.626650,0.348359,0.514412,0.732238,0.452729,0.666972,0.313793,0.318429,0.203297,0.286525,0.499801,0.176066,0.560265,1.064862,0.697406,0.947476,0.382186,0.654677,0.618795,-0.213784,0.464897,0.397679,0.170825,0.656339,0.185183,-0.017485,0.385719,1.216619,0.508328,-0.194119,0.365753,0.082149,0.070557,0.486859,0.304759,0.495956,0.445365,0.166710,0.125873,0.174488,0.871774,0.867915,0.229588,0.576266,0.276833,0.478444,0.559470,0.544852,0.241529,0.267342,0.698047,-0.070354,0.754505,0.511062,0.264348,0.038070,-0.004303,0.287396,-0.156905,0.173729,0.317638,0.621878,0.121222,0.457127,0.686002,0.612489,0.040468,-0.249445,0.526375,-0.500661,0.375428,0.221275,0.610530,0.467992,0.735178,0.561950,0.682794,0.384751,0.930614,0.302036,0.285692,-0.115854,0.365954,0.069723,-0.162581,-0.312776,-0.252382,-0.353489,0.530711,0.300727,0.355404
0.585086,0.628825,0.262590,0.617041,0.535179,0.406606,0.347506,0.342503,0.401003,0.718404,0.635777,0.415508,0.694713,0.472690,0.809272,0.719382,1.510839,0.673677,0.051899,0.762843,0.118581,0.723078,0.542859,0.458263,0.254628,0.253404,0.806798,-0.074887,0.141671,0.418437,0.279660,0.234656,0.349516,0.124682,0.116969,0.521562,0.682423,0.720152,0.940660,0.534018,0.311959,0.629687,0.885969,0.382377,0.402556,0.143567,0.397273,0.908279,0.759073,0.674428,1.024496,0.475226,0.823539,0.293448,0.680901,0.512518,0.802542,0.360364,0.648023,0.771327,0.174588,0.318623,0.524959,0.477511,0.575589,0.579526,0.397197,0.706278,0.355260,0.762204,0.790863,0.256267,0.296055,0.656528,0.299026,0.559300,0.380573,0.083818,0.085087,-0.128265,0.620879,0.372945,0.345638,0.406624,0.846178,0.088754,0.907408,0.478522,-0.036921,0.334885,0.243803,1.113725,0.462810,0.894582,0.644363,0.416097,0.593195,0.751016,0.419935,0.589816,0.278118,0.597977,-0.171929,-0.088202,0.111965,-0.038176,-0.174410,0.399098,0.160932,0.183582,0.061874,0.300805,0.156182,0.111051
