"SubjectID,""MotorS_RT_mean"",""MotorS_RT_median"",""MotorS_RT_Std"",""MotorS_Missing"",""MotorDual_RT_mean"",""MotorDual_RT_median"",""MotorDual_RT_Std"",""MotorDual_Missing"",""Dual.task.cost_RT_mean.x"",""Dual.task.cost_RT_median.x"",""Dual.task.cost_Std.x"",""CogS_RT_mean"",""Cog_RT_median"",""Cog_RT_Std"",""Cog_RT_Error"",""CogDual_RT_mean"",""CogDual_RT_median"",""CogDual_RT_Std"",""CogDual_RT_Error"",""Dual.task.cost_RT_mean.y"",""Dual.task.cost_RT_median.y"",""Dual.task.cost_Std.y"""
sub-23,0.274985416666667,0.264849999999996,0.0737941774613222,0,0.329760416666668,0.313699999999983,0.113995536827837,0,19.9192381414172,18.4444024919721,54.4776847571555,0.460141666666668,0.442250000000001,0.105573455837467,0.0416666666666667,0.503842857142861,0.484000000000037,0.134736493736336,0.210526315789474,9.49733389561749,9.44036178632805,27.6234567368593
sub-24,0.315482291666667,0.315299999999979,0.087093541962274,0,0.415968749999996,0.412399999999991,0.0661369063502271,0,31.8516953209854,30.7960672375573,-24.0622153375328,0.397768354430378,0.39439999999999,0.0805775920755482,0.176470588235294,0.656249333333337,0.64530000000002,0.0732628392461945,0,64.9827911205041,63.6156186612667,-9.07789950150842
sub-25,0.408543157894738,0.389800000000008,0.0834300211957909,1.04166666666666,0.624257291666673,0.616199999999992,0.133699279016117,0,52.8008191064882,58.0810672139505,60.253200346618,0.506314630795277,0.494900833333334,0.0839625843205927,0,0.607377673549433,0.593172881355932,0.120678336389255,0,21.2519107217507,21.114924854669,50.6528762222217
sub-26,0.358912499999997,0.33959999999999,0.108258215927425,0,0.411820833333328,0.414400000000001,0.125107795976253,0,14.7412902401925,22.0259128386374,15.5642506247503,0.448113924050632,0.445300000000003,0.0840171269691369,0.0588235294117647,0.575883333333329,0.577249999999992,0.119082950140167,0,28.512706797359,29.6317089602489,41.7365178220278
sub-27,0.295426041666668,0.289250000000003,0.0946559145368017,0,0.450895833333336,0.420649999999966,0.109823492757255,0,52.6256218949333,45.427830596357,16.0239096465081,0.410762337662333,0.407699999999977,0.0560194398564623,0.105263157894737,0.461063157894738,0.440499999999929,0.088590274623655,0.210526315789474,12.245723529248,8.04513122392784,58.1420215029789
sub-30,0.354510416666669,0.339300000000009,0.0840304888016552,0,0.649997894736843,0.662800000000061,0.132054564785267,1.04166666666666,83.3508591506375,95.3433539640567,57.1507754726589,0.445225675675675,0.438899999999983,0.0630644941914177,0,0.459778378378375,0.421199999999999,0.11803569958033,0.0454545454545455,3.26861263798754,-4.03280929596362,87.1666475625097
sub-31,0.305077083333332,0.289999999999996,0.0853801511250705,0,0.320684375000003,0.337549999999965,0.0718379409037406,0,5.11585186804008,16.3965517241275,-15.8610754875479,0.483794366197179,0.483000000000004,0.0735170978894877,0.04,0.530802739726034,0.513400000000047,0.0799833541234337,0,9.7166020965394,6.29399585922207,8.79558146278606
sub-32,0.361074999999997,0.363650000000064,0.109852638135197,0,0.478422105263158,0.482300000000009,0.148842688754002,1.04166666666666,32.4993713946306,32.6275264677368,35.4930489432764,0.64599178082192,0.615399999999994,0.135075655501961,0,0.747676388888891,0.740299999999991,0.144368605393961,0.0434782608695652,15.7408516773377,20.2957426064345,6.87981106400403
sub-33,0.281054166666667,0.290250000000007,0.112503745824578,0,0.422587500000005,0.412949999999967,0.0940337478612916,0,50.3580270707027,42.2739018087704,-16.4172293357112,0.44022459016393,0.434100000000001,0.0953594212365978,0.0571428571428571,0.464306578947372,0.444700000000012,0.0945677370432022,0.1,5.47038700733981,2.44183367887832,-0.830210778472881
sub-34,0.371534375000005,0.36330000000001,0.0622569629639918,0,0.454982291666663,0.438949999999977,0.072923235766751,0,22.4603488349248,20.8230112854296,17.1326584127279,0.438360273972602,0.429699999999997,0.0486713260889505,0,0.511869999999994,0.481400000000008,0.107027813464869,0.04,16.7692490382892,12.0316499883666,119.899111171262
sub-35,0.359779166666666,0.341399999999986,0.137722590675808,0,0.486589010989016,0.492600000000039,0.187292848798978,5.20833333333334,35.246577920905,44.2882249560805,35.9928301376899,0.568773972602745,0.550200000000018,0.115958086330314,0,0.621084375000001,0.632999999999981,0.145248674795206,0,9.19704573644258,15.0490730643331,25.2596342280574
sub-36,0.311235416666667,0.302550000000025,0.0746884617019508,0,0.537370833333338,0.514749999999992,0.115541250703088,0,72.6573534235219,70.1371674103288,54.6975905919214,0.572823999999999,0.56219999999999,0.082710156309591,0,0.563410144927535,0.547699999999963,0.0972652651635319,0.037037037037037,-1.64341142697644,-2.57915332622321,17.5977286265304
sub-37,0.162351041666666,0.164700000000011,0.131023308488698,0,0.312966666666664,0.313649999999996,0.121725969781712,0,92.7715790756901,90.4371584699305,-7.09594255726479,0.389602816901422,0.372200000000021,0.0693232098255899,0.04,0.611820000000003,0.577349999999967,0.147600076194947,0,57.0368522655748,55.1182160128788,112.915813572819
sub-38,0.431222105263163,0.414600000000007,0.12343300549928,1.04166666666666,0.844065591397841,0.841299999999933,0.174561593399385,3.125,95.7380155367341,102.918475639151,41.4221363996541,0.573739130434781,0.561599999999999,0.0882397106439444,0.111111111111111,0.631875757575754,0.617400000000032,0.124858348121262,0,10.1329374374233,9.9358974359034,41.4990452825459
sub-39,0.306521875,0.312449999999998,0.0616233657037467,0,0.397339583333329,0.388950000000023,0.0914642104054215,0,29.6284590890386,24.4839174267962,48.4245616267281,0.404432876712333,0.396000000000015,0.0588173397873912,0,0.628919117647063,0.638550000000009,0.0867634548167964,0.0357142857142857,55.5064273606034,61.2499999999962,47.5133950811493
sub-40,0.253815624999998,0.264250000000004,0.110607810067945,0,0.361386458333335,0.363650000000007,0.0999629653735424,0,42.3814859047146,37.6158940397356,-9.62395393947678,0.417481944444446,0.391800000000007,0.100292704474522,0.0416666666666667,0.486351428571433,0.489899999999977,0.101679278014929,0.0769230769230769,16.4963982379246,25.0382848391957,1.38252682253639
sub-41,0.351896875000001,0.337949999999992,0.110422287465344,0,0.499067105263162,0.513800000000003,0.164173202350983,20.8333333333333,41.8219770389152,52.0343246042359,48.6775959088046,0.577723611111102,0.556849999999997,0.102634342731384,0.0416666666666667,0.626880597014922,0.615199999999959,0.163124676466708,0,8.50873756211533,10.4785848971827,58.9377123928577
sub-42,0.322365625000001,0.315750000000008,0.120739625752999,0,0.511657894736842,0.491700000000037,0.119972962006209,1.04166666666666,58.719743997779,55.7244655582024,-0.634972770545319,0.483243478260869,0.476799999999997,0.0911484398212154,0.0740740740740741,0.579983333333335,0.567749999999933,0.109853017301558,0.107142857142857,20.0188640766805,19.075083892604,20.5210067413449
sub-43,0.333926041666665,0.34024999999999,0.116281137760616,0,0.40829895833334,0.388750000000073,0.0985236925764756,0,22.2722721161462,14.254224834705,-15.2711312652421,0.450958749999994,0.448649999999986,0.069227651777084,0,0.74046393442624,0.713399999999979,0.121119361282988,0,64.1977086432517,59.0103644266132,74.9580668617757
sub-44,0.280360416666666,0.265950000000032,0.103474405153782,0,0.420266666666663,0.391900000000021,0.119397298450131,0,49.9022835189812,47.3585260387192,15.3882433754358,0.474332911392408,0.458600000000018,0.0883288141875225,0,0.659009999999997,0.659100000000024,0.113803885659947,0,38.9340659633904,43.7200174443954,28.8411790724837
sub-45,0.319819791666666,0.315599999999996,0.11639496518302,0,0.385426041666674,0.38900000000001,0.107246697649856,0,20.5135053268956,23.2572877059615,-7.85967633460649,0.392808108108102,0.393399999999986,0.0603356746211447,0.0454545454545455,0.552329333333329,0.54239999999993,0.117238767425229,0.0952380952380952,40.6104716100529,37.8749364514361,94.3108586443851
sub-46,0.484629166666666,0.465100000000007,0.141455834220751,0,0.532189583333327,0.537599999999998,0.0925555986297905,0,9.81377513734612,15.5880455815932,-34.5692603351013,0.579053521126761,0.575299999999999,0.0748112917966366,0,0.784720833333335,0.788999999999987,0.0751618402909001,0,35.5178415643467,37.1458369546305,0.468576983293523
sub-47,0.184197916666668,0.213450000000002,0.106856626993634,0,0.243291666666669,0.263749999999959,0.124278939797507,0,32.0816603517509,23.5652377605795,16.3043821371145,0.353987500000002,0.355199999999996,0.0586276768210759,0.125,0.438490410958914,0.430399999999963,0.0814327929515216,0.130434782608696,23.8717217299795,21.1711711711621,38.898208776111
sub-48,0.300857291666666,0.289699999999982,0.0828717166466148,0,0.391437499999999,0.366749999999968,0.0930556814069198,0,30.1073667955805,26.5964791163239,12.2888304627885,0.429676712328768,0.404099999999971,0.0686049490451337,0.0434782608695652,0.607377673549433,0.593172881355932,0.120678336389255,0,21.2519107217507,21.114924854669,50.6528762222217
sub-49,0.230530208333332,0.240699999999997,0.0838688325771315,0,0.370506250000004,0.365949999999998,0.137161380794953,0,60.7191754515207,52.0357291233913,63.5427328367904,0.4360038961039,0.419099999999958,0.0764670421636149,0,0.512443661971836,0.506000000000085,0.0945605667320392,0.04,17.531899726355,20.7349081365155,23.6618601380056
sub-50,0.397548958333331,0.388299999999958,0.111008916659204,0,0.52140625,0.514250000000004,0.173559581040791,0,31.1552298328041,32.4362606232447,56.3474234899669,0.580709333333333,0.574999999999989,0.0764245683104662,0,0.609198611111105,0.585450000000037,0.134669528212696,0.0416666666666667,4.90594453067259,1.81739130435629,76.2123505436311
sub-51,0.477524999999999,0.489549999999994,0.127888738650765,0,0.800745263157891,0.814300000000003,0.190795688746743,1.04166666666666,67.6865636684764,66.3364314166097,49.1888111178913,0.701531884057975,0.688499999999976,0.0896833621082811,0,0.595345070422541,0.587300000000027,0.0909561570816692,0,-15.1364201754026,-14.6986201888093,1.41920969895332
sub-52,0.31591875,0.314599999999984,0.16089109053381,0,0.369795744680856,0.363150000000019,0.229578470158224,2.08333333333334,17.0540668070052,15.4322949777612,42.6918478807745,0.537940579710143,0.538499999999999,0.0683949071866533,0,0.67403142857143,0.65504999999996,0.171432767522825,0,25.2984909475719,21.64345403899,150.651363638781
sub-53,0.202691666666667,0.2163,0.132492576687123,0,0.522645744680846,0.51479999999998,0.232825634449834,2.08333333333334,157.852606017767,138.002773925094,75.7273050849058,0.523163934426228,0.512300000000039,0.0695221188610409,0,0.699238805970153,0.682099999999991,0.118434166542487,0.0769230769230769,33.6557740236878,33.1446418114268,70.3546561623222
sub-54,0.408270833333332,0.391300000000001,0.105841812369283,0,0.65078829787234,0.664150000000006,0.17313407686318,2.08333333333334,59.4011241407993,69.7291081012023,63.5781483589048,0.580541791044778,0.566499999999991,0.0974721174572094,0,0.669338157894732,0.656049999999993,0.131770920380392,0.1,15.2954306166574,15.8075904677854,35.1883223817723
sub-55,0.350917708333335,0.337149999999994,0.132383696718283,0,0.503680208333339,0.491149999999948,0.141356073441866,0,43.5322858813657,45.6769983686657,6.77755414450784,0.620031578947368,0.591600000000028,0.111675527273494,0.111111111111111,0.554484615384616,0.542400000000043,0.0771589252360837,0.0333333333333333,-10.5715524480272,-8.31643002028101,-30.9079373790456
sub-56,0.373062500000004,0.34039999999996,0.12533119765351,0,0.63596951219512,0.584750000000042,0.280214548176281,14.5833333333333,70.4726452525014,71.7831962397507,123.579247164748,0.616310294117648,0.598849999999999,0.117727842152239,0.0869565217391304,0.654959740259736,0.632900000000063,0.123524041192646,0.0666666666666667,6.27110183149247,5.68589797112208,4.92338849879864
sub-57,0.286403125,0.265849999999993,0.130117861918077,0,0.335125000000005,0.312500000000057,0.120996061701889,0,17.0116422437797,17.5474891856554,-7.01041354486106,0.409149350649346,0.397600000000011,0.0759706498440723,0.105263157894737,0.585007142857147,0.568500000000029,0.152425362416041,0.153846153846154,42.9813201288729,42.982897384309,100.637170708543
sub-58,0.233326041666663,0.226999999999975,0.155388500722541,0,0.324568749999996,0.314849999999979,0.142279357760491,0,39.1052398958902,38.7004405286399,-8.43636620541008,0.462289855072463,0.452200000000005,0.0914971474080055,0.08,0.620626027397267,0.611499999999978,0.127045849146625,0.0476190476190476,34.2504103404962,35.2277753206483,38.852251404189
sub-59,0.328254166666668,0.314500000000006,0.13958803969023,0,0.519600000000012,0.45659999999998,0.193632073245812,0,58.2919739531134,45.1828298887032,38.7168081703238,0.449748000000003,0.429599999999994,0.0795636484291096,0.0476190476190476,0.556581944444452,0.516800000000046,0.182502738027984,0.173913043478261,23.7541788833855,20.2979515828803,129.379549117324
sub-60,0.383236842105264,0.339400000000069,0.136377222510609,1.04166666666666,0.537680645161298,0.483500000000049,0.152621010618425,3.125,40.2998318761882,42.4572775486008,11.9109245728718,0.523683333333332,0.519649999999995,0.0856057701754036,0.0416666666666667,0.51959866666667,0.497799999999984,0.1022381302082,0,-0.779987906176479,-4.20475319927094,19.4290174584232
sub-61,0.352019791666668,0.362900000000002,0.109281363191573,0,0.56154375000001,0.54604999999998,0.103134753765204,0,59.5205051799311,50.4684486084258,-5.62457243106885,0.524554054054058,0.515949999999975,0.0703941548577307,0,0.563593150684939,0.546900000000051,0.100185212272029,0.0454545454545455,7.44234008471848,5.99864327940242,42.3203566752206
sub-62,0.330065625,0.315349999999995,0.103784650348812,0,0.4333147368421,0.366499999999974,0.199438481406222,1.04166666666666,31.2813889183707,16.2200729348277,92.1656822429186,0.49260277777778,0.484500000000011,0.0813405828274569,0,0.764360000000011,0.77819999999997,0.133388241610696,0.05,55.167618714652,60.6191950464297,63.9873197044147
sub-63,0.261540625,0.265099999999997,0.0769125006308431,0,0.465734375000003,0.470000000000027,0.15288998440786,0,78.0734350543065,77.2915880799823,98.7843109427499,0.456075675675682,0.451650000000086,0.066426030156967,0,0.505072727272737,0.496050000000025,0.103546729020805,0.0666666666666667,10.7431845656899,9.83062105611219,55.8827597797439
sub-64,0.298987499999991,0.3142,0.105839575972816,0,0.394101041666666,0.389900000000011,0.147768139500816,0,31.8118789804514,24.0929344366684,39.6152036160549,0.451129230769231,0.444100000000001,0.0630399965376075,0.032258064516129,0.587310958904111,0.550600000000031,0.146753120884508,0.0434782608695652,30.1868553058894,23.9810853411463,132.793669011324
